Drug1,Drug2,Severity,Interaction,Mechanism,Pharmacokinetics,Pharmacodynamics,Effect_Change,Why_Explanation,Cytochrome,Dose_Consideration,Therapeutic_Index,Onset,Route_Impact,Patient_Factors,Clinical_Advice,Evidence_Type
Diazepam,Insulin Glargine,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Theoretical
Diazepam,Glimepiride,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Theoretical
Diazepam,Gliclazide,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Theoretical
Alprazolam,Warfarin,Major,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Narrow,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Alprazolam,Aspirin,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
Alprazolam,Ibuprofen,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
Alprazolam,Paracetamol,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Alprazolam,Fluoxetine,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Theoretical
Alprazolam,Sertraline,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Theoretical
Alprazolam,Digoxin,Major,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Narrow,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Alprazolam,Amiodarone,Major,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Theoretical
Alprazolam,Metformin,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
Alprazolam,Insulin,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Alprazolam,Ciprofloxacin,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Theoretical
Alprazolam,Azithromycin,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Alprazolam,Rifampicin,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
Alprazolam,Omeprazole,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Alprazolam,Clopidogrel,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Theoretical
Alprazolam,Heparin,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Alprazolam,Atorvastatin,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Alprazolam,Simvastatin,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Theoretical
Alprazolam,Tramadol,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Theoretical
Alprazolam,Codeine,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Theoretical
Alprazolam,Morphine,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
Alprazolam,Diazepam,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Alprazolam,Phenytoin,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
Alprazolam,Carbamazepine,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Theoretical
Alprazolam,Lisinopril,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Alprazolam,Losartan,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Theoretical
Alprazolam,Furosemide,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Alprazolam,Spironolactone,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Alprazolam,Levothyroxine,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Theoretical
Alprazolam,Amoxicillin,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Alprazolam,Amoxicillin-Clavulanate,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Alprazolam,Doxycycline,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
Alprazolam,Prednisolone,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Theoretical
Alprazolam,Hydrochlorothiazide,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
Alprazolam,Amlodipine,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Alprazolam,Propranolol,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
Alprazolam,Metoprolol,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Alprazolam,Pantoprazole,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
Alprazolam,Esomeprazole,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Theoretical
Alprazolam,Rosuvastatin,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Alprazolam,Gabapentin,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
Alprazolam,Pregabalin,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Theoretical
Alprazolam,Clarithromycin,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
Alprazolam,Erythromycin,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Alprazolam,Ketoconazole,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Theoretical
Alprazolam,Fluconazole,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
Alprazolam,Insulin Glargine,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Alprazolam,Glimepiride,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
Alprazolam,Gliclazide,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Theoretical
Phenytoin,Warfarin,Major,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Narrow,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
Phenytoin,Aspirin,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Phenytoin,Ibuprofen,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
Phenytoin,Paracetamol,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
Phenytoin,Fluoxetine,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Phenytoin,Sertraline,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
Phenytoin,Digoxin,Major,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Narrow,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
Phenytoin,Amiodarone,Major,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Theoretical
Phenytoin,Metformin,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Phenytoin,Insulin,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
Phenytoin,Ciprofloxacin,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
Phenytoin,Azithromycin,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Phenytoin,Rifampicin,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
Phenytoin,Omeprazole,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Theoretical
